# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 26K of event 'cpu-clock:u'
# Event count (approx.): 266737371070
#
# Children|    Self|Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |IPC   [IPC Coverage]
 0.77%  | 0.38%  |[.] celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run(celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEEUlvE_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |-      -            
 0.72%  | 0.50%  |[.] celer::TcpStream::WriteSome(celer::TcpStream::WriteSome(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream9WriteSomeESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.72%  | 0.29%  |[.] celer::TcpStream::WriteAll(celer::TcpStream::WriteAll(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream8WriteAllESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.70%  | 0.26%  |[.] keylane::CommandRequest::~CommandRequest() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.69%  | 0.23%  |[.] celer::ReadOperation::await_resume()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.67%  | 0.67%  |[.] keylane::storage::(anonymous namespace)::SipHash12(std::basic_string_view<char, std::char_traits<char> >, std::array<unsigned char, 16ul> const&) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.65%  | 0.05%  |[.] celer::Task<absl::lts_20250512::Status>::~Task() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.65%  | 0.27%  |[.] celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run(celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane18ExecuteCommandBodyERKNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEPNS1_12_GLOBAL__N_132ReplicationTransactionOrderGuardESt8optionalIbEEUlvE0_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |-      -            
 0.64%  | 0.64%  |[.] io_uring_submit_and_get_events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.64%  | 0.33%  |[.] celer::IoUringBackend::DispatchCqe(io_uring_cqe*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.58%  | 0.41%  |[.] keylane::(anonymous namespace)::WriteOrBatchReply(keylane::(anonymous namespace)::WriteOrBatchReply(celer::TcpStream&, std::basic_string_view<char, std::char_traits<char> >, bool, keylane::(anonymous namespace)::PendingReplyBatch*, keylane::ReadLatencyTrace, keylane::SetLatencyTrace)::_ZN7keylane12_GLOBAL__N_117WriteOrBatchReplyERN5celer9TcpStreamESt17basic_string_viewIcSt11char_traitsIcEEbPNS0_17PendingReplyBatchENS_16ReadLatencyTraceENS_15SetLatencyTraceE.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.58%  | 0.58%  |[.] std::enable_if<std::__or_<std::__or_<std::is_same<std::remove_cv<long>::type, signed char>, std::is_same<std::remove_cv<long>::type, short>, std::is_same<std::remove_cv<long>::type, int>, std::is_same<std::remove_cv<long>::type, long>, std::is_same<std::remove_cv<long>::type, long long> >, std::__or_<std::is_same<std::remove_cv<long>::type, unsigned char>, std::is_same<std::remove_cv<long>::type, unsigned short>, std::is_same<std::remove_cv<long>::type, unsigned int>, std::is_same<std::remove_cv<long>::type, unsigned long>, std::is_same<std::remove_cv<long>::type, unsigned long long> >, std::is_same<char, std::remove_cv<long>::type> >::value, std::from_chars_result>::type std::from_chars<long>(char const*, char const*, long&, int) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.58%  | 0.58%  |[.] celer::PostRequest(celer::CrossCore*, unsigned int, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.55%  | 0.55%  |[.] std::basic_string_view<char, std::char_traits<char> >& std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > >::emplace_back<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> >&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.53%  | 0.00%  |[.] __GI___clock_gettime (inlined)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.53%  | 0.16%  |[.] keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()(keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()() const::_ZZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextEENKUlvE_clEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.51%  | 0.27%  |[.] keylane::(anonymous namespace)::ExecuteAdmittedCommand(keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.50%  | 0.11%  |[.] std::basic_string_view<char, std::char_traits<char> >::compare(std::basic_string_view<char, std::char_traits<char> >) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |-      -            
 0.48%  | 0.42%  |[.] _mi_malloc_generic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.47%  | 0.39%  |[.] celer::Worker::Enqueue(std::__n4861::coroutine_handle<void>, bool) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.47%  | 0.47%  |[.] celer::PostReply(celer::CrossCore*, unsigned short, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.46%  | 0.46%  |[.] __memset_avx512_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.44%  | 0.44%  |[.] keylane::storage::HashValueReader::Next()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.43%  | 0.18%  |[.] keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}::operator()(keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}::operator()() const::_ZZN7keylane18ExecuteCommandBodyERKNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextEPNS_12_GLOBAL__N_132ReplicationTransactionOrderGuardESt8optionalIbEENKUlvE0_clEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |-      -            
 0.42%  | 0.16%  |[.] keylane::storage::EncodeRecordHeader(keylane::storage::RecordHeader const&, std::basic_string_view<char, std::char_traits<char> >, std::span<std::byte, 18446744073709551615ul>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.40%  | 0.40%  |[.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.37%  | 0.37%  |[.] celer::detail::CoroutineFramePool::Release(void*) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.37%  | 0.37%  |[.] keylane::CommandReply::~CommandReply() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.36%  | 0.36%  |[.] celer::Worker::ForgetScheduling(std::__n4861::coroutine_handle<void>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.34%  | 0.03%  |[.] keylane::storage::StorageEngine::OwnerForKey(std::basic_string_view<char, std::char_traits<char> >) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.33%  | 0.33%  |[.] __tls_init.lto_priv.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.33%  | 0.33%  |[.] keylane::CommandReply::CommandReply(keylane::CommandReply&&) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.33%  | 0.10%  |[.] absl::lts_20250512::internal_statusor::StatusOrData<keylane::storage::HashResult>::~StatusOrData() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.33%  | 0.33%  |[.] celer::ForgetTaskScheduling(std::__n4861::coroutine_handle<void>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.33%  | 0.07%  |[.] keylane::storage::StorageEngine::Impl::MarkRecordDeadLocal(unsigned int, keylane::storage::RetiredRecord const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.33%  | 0.05%  |[.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::reserve(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.31%  | 0.18%  |[.] keylane::storage::StorageEngine::Impl::ExecuteHashLikeLocked(unsigned char, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::Digest const&, keylane::storage::HashOperation const&, keylane::storage::ValueType, keylane::storage::TxShardWrites*, keylane::storage::ReplicationCommandAppend*, keylane::storage::MutationPrecondition const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.31%  | 0.30%  |[.] keylane::ReplyBuilder::AppendSimpleString(std::basic_string_view<char, std::char_traits<char> >)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.30%  | 0.24%  |[.] keylane::tx::TxShard::TryFastPath(std::span<keylane::tx::KeyRef const, 18446744073709551615ul>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            


#
# (Cannot load tips.txt file, please install perf!)
#
